appid,name,key_0,game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name_x,parsed_name_y
1113560,NieR Replicant ver.1.22474487139...,nierreplicantver.1.22474487139...,NieR Replicant ver.1.22474487139...,84,80,7.6,/game/pc/nier-replicant-ver122474487139/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,80.0,,,,,85.0,,,,,,,,,,82.0,,80.0,,,,,90.0,80.0,75.0,70.0,,,,,,,,,90.0,,75.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NieRReplicantver.1.22474487139...,NieRReplicantver.1.22474487139...
1108590,Eldest Souls,eldestsouls,Eldest Souls,142,76,6.8,/game/pc/eldest-souls/critic-reviews,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,,90.0,,,,,80.0,,,,,,,,,,80.0,,,,,,,,,,,,,78.0,,,,,60.0,80.0,,,,,,,,,67.0,,,,,,,80.0,,,,,,,,,,,80.0,,,,70.0,,,,,,,,,,,,,,,,,,,,EldestSouls,EldestSouls
1106830,Rainbow Billy: The Curse of the Leviathan,rainbowbillythecurseoftheleviathan,Rainbow Billy: The Curse of the Leviathan,47,82,8.4,/game/pc/rainbow-billy-the-curse-of-the-leviathan/critic-reviews,,,,,,,,,,,,,,,,,,,,85.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,80.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,RainbowBillyTheCurseoftheLeviathan,RainbowBillyTheCurseoftheLeviathan
1097200,Twelve Minutes,twelveminutes,Twelve Minutes,146,76,6.1,/game/pc/twelve-minutes/critic-reviews,,60.0,,,,,90.0,,80.0,,,80.0,,70.0,,80.0,,,,,,,80.0,,,,70.0,,85.0,80.0,,70.0,80.0,70.0,,,,,,,,80.0,,,,64.0,,,,,,,,,60.0,90.0,68.0,,90.0,80.0,,65.0,70.0,,,66.0,,,,90.0,,80.0,90.0,90.0,,,80.0,80.0,,,,,80.0,,60.0,,,90.0,,,,75.0,70.0,70.0,,,,,,,,,,,65.0,75.0,80.0,60.0,70.0,53.0,,85.0,,,80.0,,,,70.0,,75.0,,,,55.0,,,80.0,80.0,,,,,69.0,,,,84.0,90.0,,,,60.0,60.0,,,,90.0,,80.0,,90.0,75.0,,,70.0,,70.0,90.0,,,,TwelveMinutes,TwelveMinutes
1096530,Solasta: Crown of the Magister,solastacrownofthemagister,Solasta: Crown of the Magister,135,77,7.5,/game/pc/solasta-crown-of-the-magister/critic-reviews,74.0,,,,,,,,,,,75.0,,79.0,,80.0,,,,75.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,60.0,,,,,,,80.0,,,,70.0,,,,,,,80.0,,,,,,70.0,,85.0,,,,,,,,,70.0,82.0,,,,,,,80.0,,,,,,77.0,95.0,,76.0,,,80.0,80.0,,,,70.0,,80.0,70.0,,80.0,,,,,,78.0,,70.0,90.0,69.0,,,80.0,,,,,,78.0,,,,,80.0,,,,,,,,,,,,,,,,75.0,,,,,,,,SolastaCrownoftheMagister,SolastaCrownoftheMagister
1094730,Black Legend,blacklegend,Black Legend,306,58,tbd,/game/pc/black-legend/critic-reviews,60.0,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,50.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackLegend,BlackLegend
1093290,The Wild at Heart,thewildatheart,The Wild At Heart,150,76,7.5,/game/pc/the-wild-at-heart/critic-reviews,75.0,,,,,,,,,,,70.0,,74.0,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,90.0,,,,70.0,,,,,,,60.0,,,,,80.0,,,,80.0,,,,,,,,,,,,,,,TheWildAtHeart,TheWildatHeart
1092790,Inscryption,inscryption,Inscryption,21,85,8.7,/game/pc/inscryption/critic-reviews,,,,,,,,,,,,,80.0,90.0,,90.0,,,,75.0,,,75.0,,,,,,,,,70.0,80.0,90.0,,,,,,,,90.0,,,,71.0,,,75.0,,,80.0,,,,80.0,,86.0,,,90.0,80.0,,,,86.0,100.0,,,,,100.0,,,,,,90.0,,90.0,,95.0,90.0,,,,100.0,,,,,,85.0,,,,,,95.0,,90.0,90.0,,80.0,85.0,90.0,,,90.0,69.0,90.0,75.0,,,,,100.0,,,,,,,,77.0,,,80.0,,,,80.0,90.0,85.0,,,,80.0,,,,,,,82.0,,,,,,,88.0,,,,,90.0,,,,100.0,,Inscryption,Inscryption
1088850,Marvel's Guardians of the Galaxy,marvelsguardiansofthegalaxy,Marvel's Guardians of the Galaxy,116,78,8.5,/game/pc/marvels-guardians-of-the-galaxy/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70.0,,75.0,80.0,,,,70.0,,85.0,70.0,,,,,,,,,,,89.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,MarvelsGuardiansoftheGalaxy,MarvelsGuardiansoftheGalaxy
1082430,Before Your Eyes,beforeyoureyes,Before Your Eyes,132,77,8.7,/game/pc/before-your-eyes/critic-reviews,,,,,,,,,,,,85.0,,70.0,,80.0,,,,,,,,,,,,,,,,50.0,70.0,70.0,80.0,,,,,,,85.0,,,,,,,90.0,,,,100.0,,90.0,80.0,,,,,,,,,,,,,,,,,,75.0,,90.0,,,,90.0,,,,,,,,,,98.0,,,,85.0,,,,,,,,78.0,,60.0,,70.0,,,85.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,70.0,,,,,90.0,,,,,,,,74.0,,,,,,,,,,,BeforeYourEyes,BeforeYourEyes
1079830,Cris Tales,cristales,Cris Tales,178,74,7.9,/game/pc/cris-tales/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,80.0,87.0,,,,,,,,78.0,,,,,,,90.0,,,,70.0,,,80.0,,,80.0,,60.0,,,,,80.0,,,,,,,,,80.0,,80.0,,,,,55.0,70.0,,,,,,,,,,75.0,,,60.0,,,,,,,,70.0,65.0,85.0,,,,57.0,,,,,80.0,,,,,,,70.0,,71.0,,,,80.0,,,,,,73.0,,,,,,,,,,90.0,80.0,,,60.0,,,,,,,75.0,,,,,,,,CrisTales,CrisTales
1076200,Roguebook,roguebook,Roguebook,123,78,4.6,/game/pc/roguebook/critic-reviews,,,,,,,,,,,,85.0,,71.0,,80.0,,,50.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,80.0,,,,,,,,,100.0,,,,,,,,90.0,,,,80.0,,,80.0,90.0,,,70.0,,,,,,,88.0,,,,75.0,,,,,,,,,,,,80.0,60.0,,,78.0,70.0,80.0,,,,,,,,,,,,,,,,70.0,,,,,80.0,,,,,,65.0,,,,,80.0,,,,,,,,,,,,,,,,,,,Roguebook,Roguebook
1075200,TOHU,tohu,TOHU,202,72,6.8,/game/pc/tohu/critic-reviews,,80.0,,,,,,,,,,65.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,100.0,70.0,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,80.0,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOHU,TOHU
1073910,Before We Leave,beforeweleave,Before We Leave,204,72,7.3,/game/pc/before-we-leave/critic-reviews,,,,60.0,,,,,,,,,75.0,,,,,,,,80.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,75.0,,,,80.0,,,,70.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,65.0,70.0,80.0,,,,70.0,,,,,,,55.0,,,,71.0,,,,,,,,,,,,,,,,,,50.0,,80.0,,,,,,,,86.0,70.0,,,70.0,,,,,,,,,,,,,,,80.0,,,,,,BeforeWeLeave,BeforeWeLeave
1069690,Rogue Lords,roguelords,Rogue Lords,213,72,4.2,/game/pc/rogue-lords/critic-reviews,,,,,,,,,,,,,,78.0,,70.0,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,60.0,80.0,,,,,,,,,,,,,,,,,,,,45.0,,,,,,80.0,,87.0,,,90.0,,,,,,,,75.0,77.0,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RogueLords,RogueLords
1069530,Narita Boy,naritaboy,Narita Boy,182,74,7.2,/game/pc/narita-boy/critic-reviews,,,,,,,,76.0,,,,65.0,,,,70.0,,,,,,,,,,,,,,,,60.0,80.0,,,,,,,,,,,,,,,,65.0,,80.0,60.0,,,,,,,,,,,,,,,,,,,,74.0,,,,80.0,,60.0,,,89.0,,60.0,,,,,,,,,,80.0,75.0,,,,,78.0,,,80.0,,,,88.0,,,,70.0,,90.0,,,,,,,,,,,,80.0,,,,,70.0,,,,,,,,,85.0,80.0,,,,90.0,,73.0,,,,,,,80.0,,,,,,,,,,,NaritaBoy,NaritaBoy
1063730,New World,newworld,New World,232,70,5.2,/game/pc/new-world/critic-reviews,,,,,,70.0,,,,,,,75.0,82.0,,,,,,,,,,70.0,72.0,,,,,,,,,,,,,,,75.0,,,,,,,,,,75.0,,,,70.0,,60.0,69.0,,,,,65.0,60.0,80.0,,,60.0,,,,,65.0,,,70.0,85.0,,,,80.0,,,60.0,,80.0,,,,,,,,80.0,,,,,,80.0,60.0,,,,,80.0,75.0,80.0,60.0,,60.0,80.0,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,70.0,,80.0,,,70.0,,,,,,,,,,70.0,,,,,NewWorld,NewWorld
1062110,UNSIGHTED,unsighted,Unsighted,30,84,7.7,/game/pc/unsighted/critic-reviews,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,95.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,70.0,,,,,,,,,88.0,80.0,,,,,,90.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,Unsighted,UNSIGHTED
1049710,Minute of Islands,minuteofislands,Minute of Islands,189,73,7,/game/pc/minute-of-islands/critic-reviews,84.0,100.0,,,,,,,,,,65.0,,70.0,,90.0,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,70.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,MinuteofIslands,MinuteofIslands
1045180,Shattered - Tale of the Forgotten King,shatteredtaleoftheforgottenking,Shattered - Tale of the Forgotten King,256,68,tbd,/game/pc/shattered---tale-of-the-forgotten-king/critic-reviews,79.0,,,,,,,,,,,80.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,65.0,,,,,75.0,,,,65.0,,,,,,,,,,,,,,,,,,70.0,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,ShatteredTaleoftheForgottenKing,ShatteredTaleoftheForgottenKing
1040420,Dreamscaper,dreamscaper,Dreamscaper,82,80,7.8,/game/pc/dreamscaper/critic-reviews,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,70.0,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,75.0,,,,88.0,,80.0,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,Dreamscaper,Dreamscaper
1040230,Curious Expedition 2,curiousexpedition2,Curious Expedition 2,145,76,5.8,/game/pc/curious-expedition-2/critic-reviews,,,,,,,,,,,,75.0,,56.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,50.0,,,,,74.0,,,,,,,,70.0,,85.0,,,,78.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,75.0,,,,,80.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,CuriousExpedition2,CuriousExpedition2
1038370,Trials of Fire,trialsoffire,Trials of Fire,37,83,6.9,/game/pc/trials-of-fire/critic-reviews,,,,,,,,,,,,,,,,,,80.0,,,,,,,80.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,90.0,,90.0,,80.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,,,80.0,90.0,,,,,,,,,,,80.0,,,,,,,,TrialsofFire,TrialsofFire
1037130,Dandy Ace,dandyace,Dandy Ace,78,80,8.5,/game/pc/dandy-ace/critic-reviews,,,,,,,,,,,,80.0,,,,,,,,80.0,,70.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,80.0,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,90.0,,,90.0,,,,,,,,,,,,,,,,70.0,80.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,DandyAce,DandyAce
1037120,Mutropolis,mutropolis,Mutropolis,217,71,7.9,/game/pc/mutropolis/critic-reviews,75.0,90.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,60.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,,,,,,,60.0,,,,,,,,,Mutropolis,Mutropolis
1035120,Lust from Beyond,lustfrombeyond,Lust from Beyond,297,61,6.8,/game/pc/lust-from-beyond/critic-reviews,,60.0,,,,,,69.0,,,,70.0,,69.0,,20.0,,,50.0,,,60.0,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,70.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,68.0,,,,45.0,,,,,,,75.0,,,,,70.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,LustfromBeyond,LustfromBeyond
1016800,Chernobylite,chernobylite,Chernobylite,166,75,8,/game/pc/chernobylite/critic-reviews,,,,,,,,85.0,80.0,,70.0,75.0,,70.0,,60.0,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,80.0,,,,,,,,,80.0,65.0,70.0,80.0,60.0,,,,80.0,80.0,80.0,80.0,70.0,,,,,,70.0,,,,,,70.0,75.0,,75.0,,80.0,,,,75.0,,,,60.0,,,,,,,70.0,,,,,,,,,78.0,80.0,,,80.0,60.0,79.0,80.0,78.0,60.0,75.0,,,,,,,,,88.0,,60.0,87.0,60.0,,,80.0,,,,,75.0,74.0,,,,78.0,60.0,,,,90.0,,,,,70.0,,,,77.0,,,,,85.0,80.0,,,,,Chernobylite,Chernobylite
1016000,Nerve,nerve,Nerve,263,67,tbd,/game/pc/nerve/critic-reviews,,,,,,,70.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,75.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nerve,Nerve
1015890,TASOMACHI: Behind the Twilight,tasomachibehindthetwilight,TASOMACHI: Behind the Twilight,303,59,tbd,/game/pc/tasomachi-behind-the-twilight/critic-reviews,,,,,,,,,,,,,,47.0,,,,,,,,60.0,,,,,,,,,,60.0,60.0,,50.0,,,,,,,,,,,,,,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,70.0,,60.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,65.0,,,80.0,,,,,25.0,,,,,,,,,,,60.0,,80.0,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,55.0,,,,TASOMACHIBehindtheTwilight,TASOMACHIBehindtheTwilight
986310,Recompile,recompile,Recompile,251,68,4.8,/game/pc/recompile/critic-reviews,,,,,,,,,,,65.0,,,87.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,50.0,,,,,60.0,,,,,,,,,,,,,,,,,,,60.0,,,65.0,60.0,,,65.0,,,65.0,,,,,,,,,,,,,,,,80.0,,,,60.0,,,,,,,90.0,,,,90.0,,,65.0,,,,,,,,,,,,,,,,,Recompile,Recompile
982720,Paradise Lost,paradiselost,Paradise Lost,307,58,6.8,/game/pc/paradise-lost/critic-reviews,52.0,70.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,60.0,,,,60.0,,64.0,70.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,ParadiseLost,ParadiseLost
979690,The Ascent,theascent,The Ascent,190,73,7.8,/game/pc/the-ascent/critic-reviews,,,,,,,,64.0,,,,,,92.0,,90.0,50.0,,,,,,,,,,,,,,,60.0,80.0,,,,,,,,,73.0,,,,79.0,,,,,,,,,,60.0,64.0,,60.0,80.0,,,,85.0,,76.0,,,,,,,,80.0,90.0,70.0,60.0,,,,,,70.0,,60.0,85.0,80.0,70.0,,90.0,,,80.0,,,,,,67.0,70.0,90.0,,74.0,,,75.0,60.0,71.0,55.0,84.0,70.0,85.0,70.0,,,,,,,,58.0,,,79.0,,,,,90.0,,,70.0,,72.0,,80.0,,84.0,70.0,,,,,80.0,,,,60.0,,80.0,80.0,70.0,,,,,,,,,,,TheAscent,TheAscent
979310,Disjunction,disjunction,Disjunction,258,67,tbd,/game/pc/disjunction/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,35.0,60.0,,,,,,,,,,,,,,,,,70.0,,,,,,70.0,,,,,,,,70.0,,,,,,,,,,,,,65.0,,,,,,,,,,,50.0,,,,,70.0,,,,,,,,,,,,,,,,,,,80.0,72.0,80.0,,,,,,,,,,,,,,60.0,,,80.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,Disjunction,Disjunction
977880,Eastward,eastward,Eastward,49,82,7.3,/game/pc/eastward/critic-reviews,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,90.0,,,70.0,80.0,90.0,,,,90.0,,,,85.0,,,,,,,,,,,,90.0,,,72.0,,90.0,,,,50.0,,,85.0,,,,80.0,,,,,,80.0,,,,90.0,,,80.0,,,,70.0,,,,,,90.0,,,,,,,,,85.0,,,90.0,88.0,60.0,,95.0,78.0,80.0,,,,90.0,,100.0,,,,,80.0,,82.0,,,,100.0,,,,,,75.0,,,,,80.0,,,,90.0,,,,,80.0,,,,78.0,,,,,,,,,,,Eastward,Eastward
971030,SkateBIRD,skatebird,SkateBIRD,290,63,4.2,/game/pc/skatebird/critic-reviews,,,,,,,,,,,,,,,,70.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,60.0,,,60.0,,,,,,,,,,,,,,,,,50.0,,,,,65.0,,,,,80.0,60.0,,,60.0,60.0,,,,,,,,,,,,,80.0,,75.0,,,,SkateBIRD,SkateBIRD
969760,Omno,omno,OMNO,148,76,7,/game/pc/omno/critic-reviews,,80.0,,,,,,,,,,85.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,65.0,,,,,,,,,,,,,78.0,,70.0,,,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,80.0,,75.0,,,,,,,,,,,,,,,,,OMNO,Omno
950180,Lemnis Gate,lemnisgate,Lemnis Gate,126,78,7.4,/game/pc/lemnis-gate/critic-reviews,,,,,,,,,,,90.0,,,,,70.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,75.0,,,,,,,82.0,60.0,,,84.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,LemnisGate,LemnisGate
945740,Buildings Have Feelings Too!,buildingshavefeelingstoo!,Buildings Have Feelings Too!,312,53,tbd,/game/pc/buildings-have-feelings-too!/critic-reviews,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,50.0,20.0,,,60.0,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,70.0,,,,,BuildingsHaveFeelingsToo!,BuildingsHaveFeelingsToo!
944920,Nanotale - Typing Chronicles,nanotaletypingchronicles,Nanotale - Typing Chronicles,246,68,tbd,/game/pc/nanotale---typing-chronicles/critic-reviews,,,,,,,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,56.0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NanotaleTypingChronicles,NanotaleTypingChronicles
936790,Life is Strange: True Colors,lifeisstrangetruecolors,Life is Strange: True Colors,63,81,6.7,/game/pc/life-is-strange-true-colors/critic-reviews,,80.0,,,,,80.0,,,,,,95.0,92.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,85.0,,,,85.0,,,,,,70.0,82.0,,,,,,,,,,,80.0,,,,,,,,90.0,,,,,,,,,80.0,,,,,,,,70.0,,,,,,,,,,82.0,,85.0,,,83.0,,86.0,70.0,90.0,80.0,,,,100.0,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,75.0,,,,,,80.0,80.0,,,,LifeisStrangeTrueColors,LifeisStrangeTrueColors
933820,Endzone - A World Apart,endzoneaworldapart,Endzone: A World Apart,208,72,7,/game/pc/endzone-a-world-apart/critic-reviews,76.0,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,80.0,,,79.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EndzoneAWorldApart,EndzoneAWorldApart
927350,Hood: Outlaws & Legends,hoodoutlaws&legends,Hood: Outlaws & Legends,291,62,3.7,/game/pc/hood-outlaws-legends/critic-reviews,71.0,,,,,,,,,,,70.0,,,,70.0,,,,,,70.0,,,,,,,,,,50.0,50.0,65.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0,,,,,,,,,,,,,,60.0,,,,,,,,70.0,50.0,,,,40.0,70.0,,63.0,60.0,68.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,69.0,,,,HoodOutlaws&Legends,HoodOutlaws&Legends
